sentences,label
"i have just arrived here too .  | you came here by bus ?  | ok , be seated please .  | i have to ask you for help but let 's have dinner first .  | ok here is the menu .  | what about the fried fish and steak ?  | would you like a cup of tea or coffee . ",0.0
"hi **** sorry i 'm late .  | i plan to drive my car , but bob has to meet his mother at the airport .  | no , by taxi . but there was a jam on the way .  | thanks a lot , but why do you call me to meet here ?  | ok. i hear the dishes here are excellent .  | i 'm really hungry after the boring meeting .  | wonderful ! i like fish best .  | thanks . but i would like some orange juice . ",-0.4
"good morning . thank you .  | that 's right .  | yes , madam , if i can .  | well , i have a sister in college now and there will be another one next year . so i have to make a little money for us .  | physics . i really enjoy it .  | oh , sure . my parents said i should decide it myself . ",0.7
"good morning . have a seat .  | i have your letter here . your name is robert martin , right ?  | and you hope to work here next month ?  | fine . you finished high school a year ago . why did n't you go to college that year ?  | good . it seems that you are a good young man . by the way , what 's your best lesson in high school ?  | that 's fine . have you discussed this with your parents ? ",0.7
"hi anna . welcome back . how was your trip to the united states ?  | what a pity . actually i 'm going on a trip there myself next week .  | oh , i read about that in a magazine . you say it works ? ",0.4
"very busy . i had a lot of meetings and met the business partners , so of course i did n't have much time to see new york .  | really ? then take my advice . do the well being in the air program . it really works . ",0.06106060606
"can i help you madam ?  | last week ? what were they like ?  | that 's strange . i do n't recognize any of the ones we had from that description .  | i 'm afraid the sales are over now madam .  | oh well madam , as you know , we were just closing . and perhaps madam , if you come tomorrow , i could show you everything we have in our range of kitchenware . and there are still one or 2 things on sale . ",0.0
"yes , it is about some pots you had in your window last week .  | dark brown color , country style and a sort of flower pattern .  | oh , you must know the ones i mean , they were on sale are real bargain reduced to 1/4 of the original price . i could n't believe my eyes when i saw them so i came here again .  | but my neighbor , mrs cliff told me she saw some here only yesterday .  | oh look that one there . that 's the sort of thing i was looking for . ",0.0
"well , that 's great that you have happy experiences of teaching in indonesia and following up on what you just mentioned . what would you recommend for students who do not live in an english speaking country ? i do n't know about perfecting but they want at least to be able to communicate decently . how can they go about this ?  | and reading also right ? ",0.2373106061
"yeah , it is really hard that is the real struggle because right now i do live in holland . but i really do n't socialize much with dutch people and my boyfriend 's english is so good that we just basically speak english all the time . so i have to make a real effort to practice . there is n't as much listening exposure as i want , all i have to do is turn on the tv .  | yeah , reading . there was plenty i can get to read and listen to . god for a speaking there really is no substitute for trying to speak and use the language in a relaxed atmosphere . o i think that is really the challenge for people who live in a country where their target language is n't spoken and for that . gosh , what would i do . if i did n't have people here , probably try to find a club in sweden . they have a really cool system called study circles where it 's not it 's like a course but really you just have a course leader who is there sort of . as a coaching guide and to help out and you do n't get grades and you go just because you want to learn . ",0.1763437951
"what do you like doing in your free time , ann ?  | what else do you like doing ?  | do you play any musical instruments like the piano ?  | well . i am crazy about sports , especially basketball , so i spend every minute i can either playing with others or training . ",0.4
"well , reading is my favorite thing to do .  | listening to music .  | no , i do n't play the piano but i play the guitar sometimes , i spend a lot of my free time practicing . what about you , john ? ",0.5
"absolutely , it 's lovely .  | i am planning to lie on the beach and enjoy the sunshine . and you ? ",0.5
do n't you love sunny days like today ?  | what are you going to do in this beautiful weather ?  | my husband and i may go fishing . ,0.5
"sure , sonia . what is the problem ?  | is it important ?  | you have a lot of letters to type today . they must be finished by 11:30 tomorrow morning . can you come early tomorrow morning and finish them ? if you can finish them on time , you can leave early this afternoon . ",0.5
"may i speak to you , mister hall ?  | i have to attend my photography class today . can i leave at 4:30 ?  | yes , it is . i have to be there on time . ",0.5
"you do fine . i 'll take you out to dinner afterwards , so you have something to look forward to . ",0.4166666667
